,County,State,Temp
3188,Marathon County, Wisconsin,34
3189,Oneida County, Wisconsin,39.99
3190,Polk County, Wisconsin,84.2
3191,Trempealeau County, Wisconsin,37.4
3192,Washburn County, Wisconsin,39.99
3193,Waukesha County, Wisconsin,35.01
3194,Dodge County, Wisconsin,35.01
3195,Walworth County, Wisconsin,36
3196,Vilas County, Wisconsin,37.4
3197,Crawford County, Wisconsin,48
3198,Juneau County, Wisconsin,35.6
3199,Manitowoc County, Wisconsin,36
3200,Sauk County, Wisconsin,35.6
3201,Washington County, Wisconsin,50
3202,Burnett County, Wisconsin,39.2
3203,Chippewa County, Wisconsin,37.4
3204,Dane County, Wisconsin,35.01
3205,Door County, Wisconsin,36
3206,Douglas County, Wisconsin,52
3207,Fond du Lac County, Wisconsin,36
3208,Jackson County, Wisconsin,51.01
3209,Iowa County, Wisconsin,35.01
3210,Pepin County, Wisconsin,37.4
3211,Ozaukee County, Wisconsin,35.01
3212,Portage County, Wisconsin,48.2
3213,Richland County, Wisconsin,68
